ID,Штрихкод,Бренд,Название,Категория,Размер,Цвет,L1,💰 Стоимость,🔵 Артикул Ozon,🟣 Артикул WB,🟣 nm_id,🟡 Остаток сайт (109 / 240),🟣 Остаток WB (129 / 161 / 240),🔵 Остаток Ozon (98 / 143 / 240),📊 Общий остаток,🟣 Заказы WB 14д,🟣 Заказы WB 28д,🟣 Заказы WB 40д,🔵 Заказы Ozon 14д,🔵 Заказы Ozon 28д,🔵 Заказы Ozon 40д,📊 Всего заказов 14д,📊 Всего заказов 28д,📊 Всего заказов 40д,🟣 Выкупы WB 14д (T-21..-7),🔵 Выкупы Ozon 14д (T-21..-7),📊 % выкупа 14д,🟣 Выручка WB 28д,🔵 Выручка Ozon 28д,📊 Общая выручка 28д,🟣 Ср.выручка WB 28д,🔵 Ср.выручка Ozon 28д,📊 Ср.выручка общая 28д,🟣 Ср.доход WB / шт. 28д,🔵 Ср.доход Ozon / шт. 28д,🟣 Сумм.доход WB 28д,🔵 Сумм.доход Ozon 28д,📋 План закупок (14д на 30д),📋 План закупок (28д на 30д),💰 Стоимость закупки L1 (14д на 30д),💰 Стоимость закупки не L1 (14д на 30д),💰 Стоимость закупки L1 (28д на 30д),💰 Стоимость закупки не L1 (28д на 30д),📦 Приедут L1,📦 Приедут NoL,📊 Расчетный (14д на 30д),📊 Расчетный (28д на 30д),💰 Капитализация склада,💰 Себестоимость склада,📈 Индекс склада (14д),📈 Индекс капитализации,📈 Коэф.доходности,🏷️ Ярлыки,🟣 Динамика WB,🔵 Динамика Ozon,📊 Динамика общая,🟣 Доля WB 28д,🔵 Доля Ozon 28д,🟣 Выкупы WB,🔵 Выкупы Ozon,📊 Выкупы общие,🏢 Центральные склады,🏢 ТОП-3 склады,🟣📦 Остатки Центральный,🟣📦 Остатки Южный + Северо-Кавказский,🟣📦 Остатки Северо-Западный,🟣📦 Остатки Приволжский,🟣📦 Остатки Уральский,🟣📦 Остатки Дальневосточный + Сибирский,"🔵📦 Остатки Москва, МО и Дальние регионы",🔵📦 Остатки Санкт-Петербург и СЗО,🔵📦 Остатки Ростов,🔵📦 Остатки Казань,🔵📦 Остатки Новосибирск,🔵📦 Остатки Краснодар,🔵📦 Остатки Воронеж,🔵📦 Остатки Самара
44,2038819637283,MSH,Колье с двумя кулонами «Римские истории»,Колье,37-42,Зол,Нет,199,MSHK-027,MSHK-027,183318188,0,0,6,6,29,70,71,3,16,18,32,86,89,42,7,153,163 362,38 598,201 960,2 334,2 412,2 348,609,403,42 601,6 454,-74,-102,0,22 089,0,29 651,0,0,111,149,14 474,1 194,0,"0,07","1,32","TSL,LST,⚡️FBO",⚪,🔴,⚪,🟢,🔴,🟡,🟡,🟡,🟡,🟡,0,0,0,0,0,0,1,1,4,0,0,0,0,0
273,4603785765216,DSS,Сережки «Бабочки»,Серьги,—,Зол,Да,800,D139,D115DSR025,21329117,14,37,57,108,9,14,20,23,36,45,32,50,65,4,22,81,71 152,245 100,316 252,5 082,6 808,6 325,1 077,1 213,15 071,43 685,14,14,0,0,0,0,0,0,0,0,647 272,86 400,3,"2,05","1,23","TSL,⚡️FBO",🟢,🟢,🟢,🔴,🟢,🟡,🟡,🟡,🟢,🟢,24,7,4,1,1,0,19,9,3,2,3,5,2,2
48,2038336637179,DSS,Кольцо «Бабочка»,Кольца,16-19,Зол,Да,646,D344,D155DKLC130,172814280,0,14,0,14,8,11,16,14,22,33,22,33,49,2,16,82,44 874,101 640,146 514,4 079,4 620,4 440,840,665,9 245,14 630,-36,-22,23 256,0,14 212,0,5,0,36,22,77 510,12 274,1,"0,53","1,19","TSL,LST,⚡️FBO",🟢,🟢,🟢,🟡,🟡,🟢,🟢,🟢,🟡,🟡,2,8,1,2,1,0,0,0,0,0,0,0,0,0
296,2032002327623,DSS,Сережки «Вилланель»,Серьги,—,Зол,Нет,230,D185,DSR042,81314738,4,41,69,114,7,9,12,5,11,24,12,20,36,3,4,58,19 902,32 549,52 451,2 211,2 959,2 623,530,548,4 770,6 026,40,40,0,0,0,0,0,36,0,0,383 289,34 500,10,"7,31","1,26","TSL,⚡️FBO",🟢,⚪,🟢,🟡,🟡,🟡,🟢,🟢,🟢,🟢,20,7,7,7,0,0,14,8,4,3,3,7,3,4
297,2036729640249,DSS,Сережки «Вилланель»,Серьги,—,Сер,Нет,216,D205,D193DSR054,94817240,26,57,63,146,3,4,10,11,19,24,14,23,34,2,13,107,8 616,57 325,65 941,2 154,3 017,2 867,522,580,2 087,11 029,62,62,0,0,0,0,0,36,0,0,446 404,39 312,10,"6,77","1,25","TSL,⚡️FBO",⚪,🟢,🟢,🔴,🟢,🟡,🟢,🟢,🟢,🟢,26,6,10,15,0,0,13,10,5,2,2,7,1,2
520,2037712948304,DSS,Сережки «Стрекоза»,Серьги,—,Зол,Да,1258,D294,D202DSR114,156555364,0,7,4,11,4,8,11,8,15,22,12,23,33,2,8,83,43 318,82 154,125 472,5 415,5 477,5 455,748,328,5 982,4 921,-19,-18,23 902,0,22 644,0,0,0,19,18,59 811,13 838,1,"0,48","1,1","TSL,LST,⚡️FBO",🟢,🟢,🟢,🟡,🟡,🟢,🟡,🟡,🟢,🟡,1,1,4,1,0,0,1,0,0,1,1,0,0,0
494,2043834187149,DSS,Сережки «Рыбки-петушки»,Серьги,—,Сер,Нет,100,D517,D517,403160035,25,19,20,64,2,5,5,6,15,22,8,20,27,1,6,88,10 110,42 900,53 010,2 022,2 860,2 650,586,646,2 932,9 691,25,25,0,0,0,0,0,0,0,0,146 168,6 400,8,"2,76","1,31","TSL,⚡️FBO",⚪,⚪,⚪,🔴,🟢,🟢,🟢,🟢,🟢,🟢,8,5,4,0,1,0,8,5,4,0,0,1,0,0
538,2038819575684,MSH,Сережки «Цветочные истории»,Серьги,—,Сер,Нет,412,MSH-001,MSH-001,183317044,10,14,13,37,8,10,15,1,3,12,9,13,27,2,2,44,21 468,8 250,29 718,2 147,2 750,2 286,323,299,3 229,896,4,10,0,0,0,0,0,0,0,0,87 273,15 244,4,"2,94","1,16","TSL,⚡️FBO",🟢,⚪,🟢,🟢,🔴,🟡,🟢,🟡,🟢,🟢,5,4,4,0,1,0,4,4,3,1,0,0,0,0
398,2038819575844,MSH,Сережки «Ласточки»,Серьги,—,Зол,Нет,355,MSH-017,MSH-017,183317053,0,21,21,42,2,2,4,5,9,20,7,11,24,0,5,71,5 385,24 750,30 135,2 692,2 750,2 740,592,356,1 184,3 202,0,0,0,0,0,0,0,0,0,0,114 292,14 910,6,"3,79","1,17","TSL,⚡️FBO",⚪,🟢,🟢,🔴,🟢,⚪,🟢,🟢,🟢,🟢,7,6,7,1,0,0,8,6,3,0,0,1,0,0
468,2037549815565,DSS,Сережки «Перламутровое сердце»,Серьги,—,Зол,Нет,350,D238,D275DSR107,149612893,0,1,4,5,5,6,10,1,9,12,6,15,22,1,7,133,9 434,14 256,23 690,1 572,1 584,1 579,161,-14,969,-122,-8,-11,0,4 200,0,5 250,0,3,12,15,12 625,2 800,1,"0,53","1,04","TSL,LST,⚡️FBO",🟢,🔴,⚪,🟡,🟡,🟡,🟢,🟢,🔴,🟡,0,1,0,0,0,0,0,0,3,0,0,1,0,0
222,4603785765247,DSS,Моносережка «Бабочка»,Серьги,—,Зол,Да,"463,25",D142,D114DSMR028,21477173,-1,22,14,35,6,13,16,2,4,5,8,17,21,8,2,125,45 552,19 160,64 712,3 504,4 790,3 807,799,902,10 393,3 609,7,7,0,0,0,0,8,0,0,0,168 676,19 920,4,"2,61","1,28","TSL,⚡️FBO",⚪,⚪,⚪,🟢,🔴,🟢,🔴,🟢,🟢,🟢,10,4,3,3,1,0,3,2,4,0,0,0,0,0
260,2038819575851,MSH,Сережки «Амели»,Серьги,—,Сер,Нет,213,MSH-018,MSH-018,183317059,0,8,9,17,6,8,11,5,9,10,11,17,21,1,5,55,15 078,15 510,30 588,1 885,1 723,1 799,420,168,3 360,1 514,0,6,0,213,0,0,0,10,1,0,49 436,5 751,2,"1,62","1,19","TSL,LST,⚡️FBO",🟢,🟢,🟢,🟡,🟡,🟢,🟡,🟡,🟡,🟢,0,3,2,3,0,0,3,2,2,1,0,0,0,0
434,2038819575882,MSH,Сережки «Мишель»,Серьги,—,Зол,Нет,245,MSH-021,MSH-021,183317055,0,15,10,25,4,6,8,7,9,11,11,15,19,2,1,27,9 444,22 770,32 214,1 574,2 530,2 148,267,395,1 603,3 556,-8,-1,0,2 450,0,490,0,0,10,2,48 910,6 125,2,"1,52","1,19","TSL,LST,⚡️FBO",🟢,🟢,🟢,🟡,🟡,🟡,🟢,🟢,🟢,🟢,5,4,5,0,1,0,4,1,2,0,0,2,0,0
507,2038819575769,MSH,Сережки «Сирень»,Серьги,—,Сер,Нет,178,MSH-009,MSH-009,183317048,0,10,17,27,5,6,9,3,5,9,8,11,18,4,3,88,8 196,9 625,17 821,1 366,1 925,1 620,253,268,1 519,1 340,-2,0,0,712,0,0,0,0,4,0,46 385,4 806,3,"2,6","1,19","TSL,LST,⚡️FBO",🟢,🟢,🟢,🟡,🟡,🟡,🟡,🟡,🟢,🟢,4,1,1,3,0,0,8,6,2,0,0,0,1,0
325,2042109048901,MSH,Сережки «Дорота»,Серьги,—,Зол,Нет,315,MSH-066,MSH-066,295472763,0,23,18,41,9,12,13,1,2,3,10,14,16,6,0,60,21 264,3 564,24 828,1 772,1 782,1 773,274,85,3 290,170,0,0,0,0,0,0,0,0,0,0,72 832,12 915,4,"2,93","1,16","TSL,⚡️FBO",🟢,⚪,🟢,🟢,🔴,🔴,⚪,🔴,🟢,🟢,13,6,2,2,0,0,8,5,5,0,0,0,0,0
227,2037467763023,DSS,Моносережка «Коготь с жемчугом»,Серьги,—,Зол,Да,391,D120,D114DSR092,146453536,0,7,0,7,3,5,6,4,5,9,7,10,15,2,3,71,16 141,18 500,34 641,3 228,3 700,3 464,764,625,3 822,3 123,-4,0,1 564,0,0,0,5,0,4,0,38 738,4 692,1,"1,12","1,25","LST,⚡️FBO",🟢,🟢,🟢,🟡,🟡,🟢,🟢,🟢,🟡,🟡,2,3,1,0,1,0,0,0,0,0,0,0,0,0
229,2021512501005,DSS,Моносережка «Ласточка»,Серьги,—,Зол,Да,423,D158,D114DSMR032,65134002,0,7,0,7,6,7,10,2,3,5,8,10,15,2,1,38,19 218,6 534,25 752,2 745,2 178,2 575,545,104,3 813,312,5,11,0,0,0,0,15,0,0,0,60 399,9 306,1,"2,35","1,19","LST,⚡️FBO",🟢,⚪,🟢,🟢,🔴,🟢,🟡,🟡,🟡,🟡,3,1,1,1,1,0,0,0,0,0,0,0,0,0
33,2038819637481,MSH,Колье «Счастливая звезда»,Колье,40-45,Зол,Нет,162,MSHK-033,MSHK-033,183318194,1,19,11,31,1,1,2,9,10,12,10,11,14,0,3,30,2 024,18 220,20 244,2 024,1 822,1 840,525,251,525,2 509,-7,1,0,1 620,0,0,0,0,10,0,60 522,5 022,3,"2,99","1,18",⚡️FBO,⚪,🟢,🟢,🔴,🟢,🔴,🟢,🟢,🟢,🟡,8,3,3,4,1,0,2,2,0,0,2,3,0,0
469,2037549699431,DSS,Сережки «Перламутровое сердце»,Серьги,—,Сер,Нет,350,D275,D275DSR100,149612889,0,15,9,24,3,6,8,4,4,6,7,10,14,3,2,71,11 035,7 336,18 371,1 839,1 834,1 837,265,67,1 592,267,0,0,0,0,0,0,0,0,0,0,44 094,8 400,3,"2,4","1,11","LST,⚡️FBO",🟢,⚪,🟢,🟡,🟡,🟢,🟡,🟢,🟢,🟢,4,5,2,4,0,0,2,2,2,0,1,0,0,0
503,2039566343564,DSS,Сережки «Силуэты»,Серьги,—,Зол,Да,485,D475,DSR475,212774188,0,7,2,9,3,3,6,1,3,8,4,6,14,1,3,100,11 109,11 550,22 659,3 703,3 850,3 776,855,579,2 565,1 737,0,-1,0,0,485,0,0,0,0,1,33 621,4 365,2,"1,48","1,23","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟢,🟢,🟢,🟢,🟡,5,1,1,0,0,0,1,1,0,0,0,0,0,0
401,2043835932274,MSH,Сережки «Ласточкины сны»,Серьги,—,Сер,Нет,315,MSH-089,MSH-089,403343964,0,8,2,10,2,2,6,6,7,7,8,9,13,1,3,50,3 544,11 851,15 395,1 772,1 693,1 711,274,56,548,395,-11,-6,0,4 725,0,2 520,0,0,15,8,17 562,3 150,1,"1,14","1,07","LST,⚡️FBO",⚪,🟢,🟢,🔴,🟢,⚪,🟢,🟢,🟡,🟡,1,2,5,0,0,0,0,0,2,0,0,0,0,0
492,2039500932779,MSH,Сережки «Ромашки»,Серьги,—,Зол,Нет,220,MSHK-052,MSHK-052,209854802,0,9,7,16,2,3,4,2,4,9,4,7,13,1,1,50,5 940,11 000,16 940,1 980,2 750,2 420,450,491,1 350,1 963,0,0,0,0,0,0,0,0,0,0,37 070,3 520,4,"2,19","1,24","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟡,🔴,🔴,🟢,🟢,3,4,1,0,0,0,1,1,2,0,0,1,0,0
518,2031949420626,DSS,Сережки «Солнце»,Серьги,—,Сер,Нет,610,D178,DSR037,80993937,13,12,12,37,2,5,5,3,4,8,5,9,13,3,1,80,13 615,12 817,26 432,2 723,3 204,2 937,349,247,1 745,986,13,13,0,0,0,0,0,0,0,0,106 526,22 570,7,"4,03","1,12",⚡️FBO,⚪,⚪,🟢,🟡,🟡,🟢,🟢,🟢,🟢,🟢,6,3,2,1,0,0,3,3,1,0,0,4,0,0
31,2038819637474,MSH,Колье «Солнце»,Колье,44-49,Зол,Нет,159,MSHK-032,MSHK-032,183318193,0,4,3,7,2,5,7,2,3,5,4,8,12,3,1,100,8 131,4 158,12 289,1 626,1 386,1 536,373,114,1 867,342,-2,-2,0,318,0,318,0,0,2,2,10 663,1 113,2,"0,87","1,22","LST,⚡️FBO",⚪,⚪,🟢,🟡,🟡,🟢,🟡,🟡,🟢,🟡,1,2,1,0,0,0,2,0,1,0,0,0,0,0
37,2037853259284,DSS,Колье «Триша»,Колье,45,Зол,Нет,175,D310,D184DKLE012,161486302,0,12,2,14,0,2,2,3,6,10,3,8,12,1,4,167,3 268,9 504,12 772,1 634,1 584,1 596,360,161,721,969,-4,-4,0,1 050,0,1 050,0,0,6,6,22 776,2 450,5,"1,78","1,15","LST,⚡️FBO",⚪,🟢,⚪,🔴,🟢,🟡,🟡,🟡,🟢,🟡,4,5,2,1,0,0,2,0,0,0,0,0,0,0
262,2043834018405,DSS,Сережки «Амелия»,Серьги,—,Зол,Нет,210,D511,D511,403160029,0,6,10,16,2,6,7,1,3,5,3,9,12,4,1,167,10 554,5 616,16 170,1 759,1 872,1 797,374,219,2 244,657,7,7,0,0,0,0,0,7,0,0,41 587,4 830,5,"2,57","1,22","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟡,🟢,🟢,🟢,🟡,3,3,0,0,0,0,3,4,2,0,0,0,0,0
377,2031764978623,DSS,Сережки «Клевер»,Серьги,—,Роз,Нет,170,D176,D175DSR035,80362097,0,11,0,11,1,1,1,4,8,11,5,9,12,0,1,20,1 220,8 024,9 244,1 220,1 003,1 027,204,-20,204,-160,-9,-9,0,3 230,0,3 230,0,0,19,19,13 420,1 870,2,"1,45",1,"LST,⚡️FBO",⚪,🟢,🟢,🔴,🟢,⚪,🟡,🟡,🟡,🟡,4,4,3,0,0,0,0,0,0,0,0,0,0,0
232,2038086907799,DSS,Моносережка «Месяц»,Серьги,—,Зол,Да,370,D327,D114DSR128,166687015,0,12,6,18,2,3,3,3,7,7,5,10,10,2,3,100,9 916,22 421,32 337,3 305,3 203,3 234,815,486,2 446,3 403,0,-2,0,0,740,0,0,0,0,2,58 882,6 660,4,"1,82","1,22","LST,⚡️FBO",⚪,⚪,🟢,🔴,🟢,🟡,🟢,🟢,🟢,🟢,7,2,3,0,0,0,1,3,2,0,0,0,0,0
509,2038193968300,DSS,Сережки «Сияние колибри»,Серьги,—,Зол,Да,858,D363,D115DSR139,170044778,0,4,0,4,5,5,6,0,3,4,5,8,10,2,0,40,24 530,13 068,37 598,4 906,4 356,4 700,950,368,4 750,1 105,-3,-1,2 574,0,858,0,4,0,3,1,39 248,6 864,1,"1,04","1,18","LST,⚡️FBO",🟢,⚪,🟢,🟡,🟡,🟡,🟢,🟡,🟡,🟡,1,1,2,0,0,0,0,0,0,0,0,0,0,0
516,2038819575738,MSH,Сережки «Солана»,Серьги,—,Зол,Нет,107,MSH-006,MSH-006,183317051,1,9,8,18,2,5,6,2,4,4,4,9,10,3,1,100,8 328,5 780,14 108,1 666,1 445,1 568,441,185,2 204,739,1,1,0,0,0,0,0,0,0,0,28 216,1 926,4,2,"1,26","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟢,🟡,🟢,🟢,🟢,2,2,3,2,0,0,4,3,1,0,0,0,0,0
268,2039500932694,MSH,Сережки «Ариэлла»,Серьги,—,Зол,Нет,145,MSHK-040,MSHK-040,209854794,0,14,5,19,0,2,4,3,5,5,3,7,9,1,2,100,1 426,4 905,6 331,713,981,904,32,-2,65,-10,-1,0,0,290,0,145,0,0,2,1,14 887,2 755,6,"2,35","1,01","LST,⚡️FBO",⚪,🟢,⚪,🔴,🟢,🟡,🟡,🟡,🟢,🟢,3,7,3,0,0,0,2,1,2,0,0,0,0,0
280,2038819575875,MSH,Сережки «Беатрис»,Серьги,—,Зол,Нет,280,MSH-020,MSH-020,183317061,0,17,10,27,3,3,3,1,3,6,4,6,9,0,2,50,4 871,4 917,9 788,1 624,1 639,1 631,251,74,754,222,0,0,0,0,0,0,0,0,0,0,43 992,7 560,7,"4,49","1,11","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟢,🔴,🟡,🟢,🟡,8,3,3,2,1,0,2,4,0,0,0,2,1,1
321,2039500932724,MSH,Сережки «Джулианна»,Серьги,—,Зол,Нет,132,MSHK-047,MSHK-047,209854797,0,2,7,9,4,5,5,2,3,4,6,8,9,0,0,0,9 009,5 346,14 355,1 802,1 782,1 794,469,268,2 344,804,-7,-3,0,1 188,0,660,0,0,9,5,16 078,1 188,2,"1,12","1,28","LST,⚡️FBO",🟢,⚪,🟢,🟡,🟡,🟢,🟢,🟢,🟡,🟡,0,1,0,1,0,0,4,1,1,0,0,0,1,0
388,2039500932748,MSH,Сережки «Кристен»,Серьги,—,Зол,Нет,184,MSHK-049,MSHK-049,209854799,4,14,5,23,1,4,5,3,3,4,4,7,9,3,0,75,7 184,4 752,11 936,1 796,1 584,1 705,414,152,1 658,457,3,4,0,0,0,0,0,0,0,0,40 248,4 232,6,"3,37","1,22","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟢,🟢,🟢,🟢,🟢,5,2,3,4,0,0,2,1,2,0,0,0,0,0
443,2039566343540,DSS,Сережки «Морские коньки»,Серьги,—,Зол,Да,376,D473,DSR473,212774186,1,0,1,2,1,3,6,2,3,3,3,6,9,0,1,33,7 692,7 695,15 387,2 564,2 565,2 564,521,275,1 563,826,-4,-4,1 504,0,1 504,0,0,0,4,4,5 129,752,1,"0,33","1,18","LST,🏠FBS",⚪,⚪,⚪,🟡,🟡,🟢,🟢,🟢,🟡,🔴,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,2038819637429,MSH,Колье «Счастливое число 7»,Колье,40-45,Зол,Нет,128,MSHK-029,MSHK-029,183318190,2,1,3,6,0,6,8,0,0,0,0,6,8,6,0,0,9 804,0,9 804,1 634,0,1 634,407,0,2 445,0,2,-3,0,0,0,640,0,0,0,5,5 286,768,6,"0,54","1,33","LST,🏠FBS",🔴,⚪,⚪,🟢,🔴,🟢,⚪,🟢,🟡,🔴,1,0,0,0,0,0,0,1,0,0,0,0,0,0
274,2038193948647,DSS,Сережки «Бабочки»,Серьги,—,Сер,Да,1453,D358,D115DSR134,170043577,0,1,1,2,2,5,5,3,3,3,5,8,8,2,1,60,22 950,17 325,40 275,4 590,5 775,5 034,232,229,1 160,686,-9,-7,13 077,0,10 171,0,0,0,9,7,10 365,2 906,0,"0,26","1,05","LST,🏠FBS",⚪,⚪,🟢,🟡,🟡,🟢,🟡,🟢,🔴,🔴,0,0,0,1,0,0,0,0,0,0,0,0,0,0
386,2036731082822,DSS,Сережки «Крабики»,Серьги,—,Зол,Да,470,D211,D202DSR059,94907081,0,5,1,6,1,3,3,2,5,5,3,8,8,0,2,67,8 466,14 110,22 576,2 822,2 822,2 822,527,264,1 582,1 319,-3,-4,1 410,0,1 880,0,0,0,3,4,16 932,2 820,2,"0,75","1,15","LST,⚡️FBO",⚪,⚪,⚪,🟡,🟡,🟢,🟡,🟢,🟡,🔴,4,0,0,0,1,0,0,0,0,0,0,0,0,0
