ID,Штрихкод,Бренд,Название,Категория,Размер,Цвет,L1,💰 Стоимость,🔵 Артикул Ozon,🟣 Артикул WB,🟣 nm_id,🟡 Остаток сайт (109 / 240),🟣 Остаток WB (129 / 161 / 240),🔵 Остаток Ozon (98 / 143 / 240),📊 Общий остаток,🟣 Заказы WB 14д,🟣 Заказы WB 28д,🟣 Заказы WB 40д,🔵 Заказы Ozon 14д,🔵 Заказы Ozon 28д,🔵 Заказы Ozon 40д,📊 Всего заказов 14д,📊 Всего заказов 28д,📊 Всего заказов 40д,🟣 Выкупы WB 14д (T-21..-7),🔵 Выкупы Ozon 14д (T-21..-7),📊 % выкупа 14д,🟣 Выручка WB 28д,🔵 Выручка Ozon 28д,📊 Общая выручка 28д,🟣 Ср.выручка WB 28д,🔵 Ср.выручка Ozon 28д,📊 Ср.выручка общая 28д,🟣 Ср.доход WB / шт. 28д,🔵 Ср.доход Ozon / шт. 28д,🟣 Сумм.доход WB 28д,🔵 Сумм.доход Ozon 28д,📋 План закупок (14д на 30д),📋 План закупок (28д на 30д),💰 Стоимость закупки L1 (14д на 30д),💰 Стоимость закупки не L1 (14д на 30д),💰 Стоимость закупки L1 (28д на 30д),💰 Стоимость закупки не L1 (28д на 30д),📦 Приедут L1,📦 Приедут NoL,📊 Расчетный (14д на 30д),📊 Расчетный (28д на 30д),💰 Капитализация склада,💰 Себестоимость склада,📈 Индекс склада (14д),📈 Индекс капитализации,📈 Коэф.доходности,🏷️ Ярлыки,🟣 Динамика WB,🔵 Динамика Ozon,📊 Динамика общая,🟣 Доля WB 28д,🔵 Доля Ozon 28д,🟣 Выкупы WB,🔵 Выкупы Ozon,📊 Выкупы общие,🏢 Центральные склады,🏢 ТОП-3 склады,🟣📦 Остатки Центральный,🟣📦 Остатки Южный + Северо-Кавказский,🟣📦 Остатки Северо-Западный,🟣📦 Остатки Приволжский,🟣📦 Остатки Уральский,🟣📦 Остатки Дальневосточный + Сибирский,"🔵📦 Остатки Москва, МО и Дальние регионы",🔵📦 Остатки Санкт-Петербург и СЗО,🔵📦 Остатки Ростов,🔵📦 Остатки Казань,🔵📦 Остатки Новосибирск,🔵📦 Остатки Краснодар,🔵📦 Остатки Воронеж,🔵📦 Остатки Самара
71,2041100634267,DSS,Кольцо «Жук-носорог»,Кольца,16,Сер,Да,519,D488,D155DKLC127-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 595,0,2 595,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2041100634250,DSS,Кольцо «Жук-носорог»,Кольца,17,Сер,Да,519,D489,D155DKLC127-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 595,0,2 595,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2036884744127,DSS,Кольцо «Змея»,Кольца,16,Зол,Да,175,D221,D155DKLC122,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,875,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2036884744141,DSS,Кольцо «Змея»,Кольца,18,Зол,Да,175,D223,D155DKLC122,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,875,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2043835537820,DSS,Кольцо «Ирис»,Кольца,17,Зол,Да,291,D528,D527,Пусто,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 455,0,1 455,0,0,0,5,5,1 746,1 746,6,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟡,🔴,0,0,0,0,0,0,5,0,0,0,0,0,0,0
83,2019544256000,DSS,Кольцо «Когти»,Кольца,16,Зол,Да,156,D155,D155DKLC121,Пусто,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,156,156,1,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2019544256017,DSS,Кольцо «Когти»,Кольца,17,Зол,Да,156,D156,D155DKLC121,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,780,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2019544256024,DSS,Кольцо «Когти»,Кольца,18,Зол,Да,156,D157,D155DKLC121,Пусто,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,780,0,0,0,5,5,156,156,1,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2039565778800,DSS,Кольцо «Ласточка»,Кольца,16,Зол,Да,157,D413,DKLC413,212753612,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,471,471,3,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟢,🔴,1,0,0,0,0,0,1,0,0,0,0,0,0,0
88,2039565778817,DSS,Кольцо «Ласточка»,Кольца,17,Зол,Да,144,D414,DKLC413,Пусто,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,144,144,1,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2037774365613,DSS,Кольцо «Лист»,Кольца,16,Зол,Да,145,D324,D155DKLC129,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,725,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2037774365620,DSS,Кольцо «Лист»,Кольца,17,Зол,Да,145,D325,D155DKLC129,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,725,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2037774365606,DSS,Кольцо «Лист»,Кольца,18,Зол,Да,145,D326,D155DKLC129,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,725,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2037549489445,DSS,Кольцо «Ника»,Кольца,16,Сер,Нет,200,D330,D262DKLC007,149596390,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2 000,2 000,10,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟡,🔴,2,0,0,2,0,0,0,0,0,0,0,0,0,1
97,2037549490205,DSS,Кольцо «Ника»,Кольца,18,Сер,Нет,200,D332,D262DKLC007,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 400,0,1 400,0,0,7,7,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2043835516641,DSS,Кольцо «Портрет девушки»,Кольца,16,Зол,Да,486,D524,D524,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 430,0,2 430,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2043835516658,DSS,Кольцо «Портрет девушки»,Кольца,17,Зол,Да,486,D525,D524,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 430,0,2 430,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2043835516665,DSS,Кольцо «Портрет девушки»,Кольца,18,Зол,Да,486,D526,D524,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 430,0,2 430,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2042930554909,DSS,Кольцо «Роза»,Кольца,16,Зол,Да,225,D494,D494,336299967,6,6,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2 925,2 925,13,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟡,🟡,2,2,2,0,0,0,0,1,0,0,0,0,0,0
104,2042930554916,DSS,Кольцо «Роза»,Кольца,17,Зол,Да,225,D495,D494,336299967,7,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3 150,3 150,14,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟢,🔴,1,0,0,0,0,0,3,3,0,0,0,0,0,0
110,2036884811935,DSS,Кольцо «Эллисон»,Кольца,18,Зол,Нет,365,D229,D155DKLC124,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 555,0,2 555,0,0,7,7,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2039500954870,MSH,Кольцо «Эльса»,Кольца,16,Зол,Нет,302,MSHK-041,MSHK-041,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤,💤,0,0,0,0,0,"LST,🏠FBS,SLEEP",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2039777336478,MSH,Кольцо «Эльса»,Кольца,18,Зол,Нет,302,MSHK-059,MSHK-041,209855762,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤,💤,302,302,1,0,0,"TSL,LST,🏠FBS,SLEEP",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟡,🔴,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2039565948593,DSS,Кольцо-печатка «Love»,Кольца,16,Зол,Да,451,D431,DKLC431,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2039565948609,DSS,Кольцо-печатка «Love»,Кольца,17,Зол,Да,519,D432,DKLC431,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 595,0,2 595,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2039565948531,DSS,Кольцо-печатка «Бабочка»,Кольца,16,Зол,Да,451,D425,DKLC425,Пусто,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,451,451,1,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2039565948548,DSS,Кольцо-печатка «Бабочка»,Кольца,17,Зол,Да,451,D426,DKLC425,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2038193876179,DSS,Кольцо-печатка «Взгляд мужчины»,Кольца,17,Зол,Да,451,D348,D256DKLC131,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2038193876186,DSS,Кольцо-печатка «Взгляд мужчины»,Кольца,18,Зол,Да,451,D349,D256DKLC131,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2037360770753,DSS,Кольцо-печатка «Взгляд»,Кольца,16,Зол,Да,451,D256,D256DKLC006,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2038954994579,DSS,Кольцо-печатка «Взгляд»,Кольца,16.5,Зол,Да,519,D373,D256DKLC006,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2038954994593,DSS,Кольцо-печатка «Взгляд»,Кольца,17.5,Зол,Да,519,D374,D256DKLC006,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2037360770777,DSS,Кольцо-печатка «Взгляд»,Кольца,18,Зол,Да,519,D258,D256DKLC006,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 595,0,2 595,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2038954921889,DSS,Кольцо-печатка «Взгляд»,Кольца,17,Сер,Да,559,D257-S,D256DKLC006-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 795,0,2 795,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2038046150210,DSS,Кольцо-печатка «Голубой глаз»,Кольца,19,Зол,Да,416,D340,D006DKLC001,21487575,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2 080,2 080,5,0,0,"TSL,SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟡,🔴,3,1,0,0,0,0,0,0,0,0,0,0,0,0
151,2039460106647,DSS,Кольцо-печатка «Голубой глаз»,Кольца,16.5,Сер,Да,580,D441-S,D006DKLC001-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2039460106661,DSS,Кольцо-печатка «Голубой глаз»,Кольца,17.5,Сер,Да,580,D443-S,D006DKLC001-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2039460106678,DSS,Кольцо-печатка «Голубой глаз»,Кольца,18,Сер,Да,525,D444-S,D006DKLC001-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 625,0,2 625,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2039460106692,DSS,Кольцо-печатка «Голубой глаз»,Кольца,19,Сер,Да,525,D446-S,D006DKLC001-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2038193872249,DSS,Кольцо-печатка «Губы»,Кольца,16,Зол,Да,519,D350,D256DKLC132,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 595,0,2 595,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2038955062192,DSS,Кольцо-печатка «Губы»,Кольца,16.5,Зол,Да,519,D378,D256DKLC132,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2038193872256,DSS,Кольцо-печатка «Губы»,Кольца,17,Зол,Да,451,D351,D256DKLC132,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 255,0,2 255,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2038955062208,DSS,Кольцо-печатка «Губы»,Кольца,17.5,Зол,Да,451,D379,D256DKLC132,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2038193872263,DSS,Кольцо-печатка «Губы»,Кольца,18,Зол,Да,519,D352,D256DKLC132,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 595,0,2 595,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2038955062215,DSS,Кольцо-печатка «Губы»,Кольца,19,Зол,Да,519,D380,D256DKLC132,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2003788438001,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,16,Зол,Да,416,D010,D006DKLC005,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 080,0,2 080,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2013820554002,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,16.5,Зол,Да,416,D263,D006DKLC005,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,4603785765315,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,17,Зол,Да,480,D147,D006DKLC005,21487574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 400,0,2 400,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2037260695347,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,17.5,Зол,Да,417,D264,D006DKLC005,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2003788448000,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,18,Зол,Да,480,D011,D006DKLC005,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 400,0,2 400,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2039460050261,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,16.5,Сер,Да,670,D456-S,D006DKLC005-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2039460050292,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,19,Сер,Да,670,D459-S,D006DKLC005-S,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2039460050322,DSS,Кольцо-печатка «Зеленый глаз»,Кольца,20.5,Сер,Да,525,D462-S,D006DKLC005-S,188895445,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 200,4 200,8,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🟡,🟡,1,2,0,3,0,0,0,1,0,0,0,0,0,0
190,4603785765308,DSS,Кольцо-печатка «Карий глаз»,Кольца,17,Зол,Да,416,D146,D006DKLC003,21487573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 080,0,2 080,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2037260689650,DSS,Кольцо-печатка «Карий глаз»,Кольца,17.5,Зол,Да,417,D262,D006DKLC003,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SZ,LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2003788410007,DSS,Кольцо-печатка «Карий глаз»,Кольца,18,Зол,Да,480,D009,D006DKLC003,Пусто,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 400,0,2 400,0,0,0,5,5,0,0,0,0,0,"LST,🏠FBS",⚪,⚪,⚪,⚪,⚪,⚪,⚪,⚪,🔴,🔴,0,0,0,0,0,0,0,0,0,0,0,0,0,0
